issue_number,title,url,priority,clusters,comments_count,linked_prs,work_area,evidence,wiki_page
9215,"[Bug]: An error occurred while using H20 to perform multi machine inference 405B through the ray cluster, causing inference to crash.",https://github.com/vllm-project/vllm/issues/9215,32,kernel_autotune_reduction;kv_identity_concurrency;verification_contract;backend_specific_drift,3,#4;#6;#7,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;speculative_decoding,ulative_decoding ding cuda;kernel;operator;quantization;sampling;triton build_error;crash;mismatch env_dependency #4 Use FlashAttention for `multi_query_kv_attention` | #6 Automatically configure KV cache size | #7 Support beam search &... [Bug]: An error occ...,cases/09xxx/9215-bug-an-error-occurred-while-using-h20-to-perform-multi-machine-inferen.md
31679,[Bug]: Qwen3-VL-8B crashes on latest nightly with --async-scheduling,https://github.com/vllm-project/vllm/issues/31679,32,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,#31841,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe;multimodal_vlm;quantization;sampling_logits;scheduler_memory,"hput: 250.2 tokens/s, Running: 8 reqs, Waiting: 0 reqs, GPU KV cache usage: 72.9%, Prefix cache hit rate: 8.2%, MM cache hit rate: 13.7% (APIServer pid=1) INFO: 172.20.30.1:62540 - ""POST /v1/chat/completions HTTP/1.1"" 200 OK (APIServer pid=1) INFO 01-04 01:37...",cases/31xxx/31679-bug-qwen3-vl-8b-crashes-on-latest-nightly-with-async-scheduling.md
38718,[Bug]: NVFP4 MoE produces garbage output on SM120 (RTX 5080) with CPU Weight Offloading — Nemotron-Cascade-2-30B-A3B,https://github.com/vllm-project/vllm/issues/38718,32,kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,#29242;#33417,attention_kv_cache;ci_build;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits,"ion;sampling_logits fit on 16 GB VRAM ### Describe the bug All NVFP4 MoE backends produce numerically incorrect (garbage) output on SM120 when CPU offloading is enabled. The model loads successfully, the engine starts, and inference runs w... [Bug]: NVFP4 MoE...",cases/38xxx/38718-bug-nvfp4-moe-produces-garbage-output-on-sm120-rtx-5080-with-cpu-weigh.md
39809,[Bug]: Mamba prefix caching + MTP speculative decoding crashes on startup for NemotronH models,https://github.com/vllm-project/vllm/issues/39809,32,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,7,#41233,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;moe;quantization;scheduler_memory;speculative_decoding,"culative_decoding eculative_tokens > 0`. ### Bug 1: `state_indices_tensor_d` column count mismatch **File:** `vllm/v1/attention/backends/mamba_attn.py`, `__init__` ~L110 **Error:** ``` RuntimeError: The size of tensor a (6) must match th... [Bug]: Mamba prefi...",cases/39xxx/39809-bug-mamba-prefix-caching-mtp-speculative-decoding-crashes-on-startup-f.md
40291,"[Bug]:  Gemma-4-31B-IT-NVFP4  (modelopt) causing OOM on single RTX 5090, suspect full BF16 weights during init",https://github.com/vllm-project/vllm/issues/40291,32,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding equire (~15-16 GiB). The weights appear to be allocated at a much higher precision (maybe BF16?, I'm however not experienced enough to say this with certainty) rather than at their quantized size. **Crash location** [Bug]: Gemma-4-31B-IT-NVFP...",cases/40xxx/40291-bug-gemma-4-31b-it-nvfp4-modelopt-causing-oom-on-single-rtx-5090-suspe.md
41511,"[Bug]: compressed-tensors W4A16 MoE: weight_scale not sharded along K under tensor parallelism, kernel computes wrong group_size",https://github.com/vllm-project/vllm/issues/41511,32,quant_dtype_semantics;backend_specific_drift,1,#38222;#40991;#41276,attention_kv_cache;distributed_parallel;frontend_api;gemm_linear;model_support;moe;quantization,";moe;quantization kernel-dispatch time the GEMM call sees `group_size = 16`. That's a 1×8 mismatch under TP=8, exactly the K-shard ratio. ### Empirical observations across TP sizes | TP | K_per_rank | num_groups (from on-disk scale) | ke... [Bug]: compressed-...",cases/41xxx/41511-bug-compressed-tensors-w4a16-moe-weight-scale-not-sharded-along-k-unde.md
42518,[Bug]: MTP produces different tokens than non-MTP at temperature=0 in eager mode,https://github.com/vllm-project/vllm/issues/42518,32,batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,3,#38938,activation_norm;attention_kv_cache;gemm_linear;model_support;sampling_logits;speculative_decoding,[Bug]: MTP produces different tokens than non-MTP at temperature=0 in eager mode activation_norm;attention_kv_cache;gemm_linear;model_support;sampling_logits;speculative_decoding non-MTP decoding at `temperature=0` when `enforce_eager=True`. The first mismatc...,cases/42xxx/42518-bug-mtp-produces-different-tokens-than-non-mtp-at-temperature-0-in-eag.md
42821,[Bug]: `model.load_weights` silently corrupts MoE forward on second call,https://github.com/vllm-project/vllm/issues/42821,32,batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,0,#36286;#42823,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;multimodal_vlm;sampling_logits;speculative_decoding,"ension_cls=f""{_SCRIPT_MODULE}.WeightRoundTripExt"", ) ) # Greedy decoding makes generation deterministic on the model's logits, # so any post-reload divergence is forward-output corruption (not sampler noise) sampling = SamplingParams(temperature=0, max_tokens...",cases/42xxx/42821-bug-model-load-weights-silently-corrupts-moe-forward-on-second-call.md
44223,[RFC]: Semantic KV Cache Reuse Interface,https://github.com/vllm-project/vllm/issues/44223,32,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,1,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;multimodal_vlm;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding oads, the connector should avoid reporting external tokens unless it can deterministically build the load plan after allocation. In the current call order, `allocate_slots(...)` may have already committed exact-cache me... [RFC]: Semantic KV...",cases/44xxx/44223-rfc-semantic-kv-cache-reuse-interface.md
38626,[Bug]: CUDA error: an illegal memory access was encountered when deploy Qwen3.5-35B-A3B-FP8 on A100,https://github.com/vllm-project/vllm/issues/38626,31,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,2,#4;#6;#7,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 1 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.1%, Prefix cache hit rate: 0.0% (EngineCore_DP0 pid=649) ERROR 03-31 10:11:33 [dump_input.py:72] Dumping input data for V1 LLM engine (v0.17.1) with config:... [Bug]: CUDA error: a...",cases/38xxx/38626-bug-cuda-error-an-illegal-memory-access-was-encountered-when-deploy-qw.md
10478,[Bug]: vLLM CPU mode broken Unable to get JIT kernel for brgemm,https://github.com/vllm-project/vllm/issues/10478,30,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,15,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"SamplingParams(n=1, presence_penalty=0.0, frequency_penalty=0.0, repetition_penalty=1.0, temperature=0.0, top_p=1.0, top_k=-1, min_p=0.0, seed=None, stop=[], stop_token_ids=[], bad_words=[], include_stop_str_in_output=False, ignore_eos=False, max_tokens=7, mi...",cases/10xxx/10478-bug-vllm-cpu-mode-broken-unable-to-get-jit-kernel-for-brgemm.md
29536,[CI Failure]: mi325_1: Multi-Modal Models Test (Extended) 2,https://github.com/vllm-project/vllm/issues/29536,30,quant_dtype_semantics;verification_contract,18,,attention_kv_cache;ci_build;hardware_porting;model_support;multimodal_vlm,"odels`, `test_multi_image_models`, `test_video_models` - Failure type: Logprob comparison mismatch between vLLM and HuggingFace outputs - Configuration: dtype=half, model=AIDC-AI/Ovis2.5-2B with image/multi-image/video inputs - Likely cause: Numerical precisi...",cases/29xxx/29536-ci-failure-mi325-1-multi-modal-models-test-extended-2.md
31210,[Bug]: Wrong Generation Under High Concurrency When Using KVCache CPU Offload (vLLM 0.13.0),https://github.com/vllm-project/vllm/issues/31210,30,batch_invariance;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,7,,attention_kv_cache;distributed_parallel;frontend_api;model_support;sampling_logits,";sampling_logits single h100 GPU, enabling the kvcache cpu offload leads to incorrect and nondeterministic generation results under high concurrency. Specifically, under load, the KV cache blocks restored from CPU memory appear to occas... [Bug]: Wrong Genera...",cases/31xxx/31210-bug-wrong-generation-under-high-concurrency-when-using-kvcache-cpu-off.md
34619,[Bug]: Qwen3.5. `illegal memory access`,https://github.com/vllm-project/vllm/issues/34619,30,batch_invariance;quant_dtype_semantics;verification_contract;backend_specific_drift,10,#34685,attention_kv_cache;ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;moe;quantization;sampling_logits;scheduler_memory;speculative_decoding,"=SamplingParams(n=1, presence_penalty=0.0, frequency_penalty=0.0, repetition_penalty=1.0, temperature=0.6, top_p=0.95, top_k=20, min_p=0.0, seed=None, stop=[], stop_token_ids=[], bad_words=[], include_stop_str_in_output=False, ignore_eos=True, max_tokens=1000...",cases/34xxx/34619-bug-qwen3-5-illegal-memory-access.md
39146,"[Bug]: KV block corruption in base scheduler, Non-deterministic output at temperature=0 without prefix caching",https://github.com/vllm-project/vllm/issues/39146,30,prefix_cache_equivalence;batch_invariance;kv_identity_concurrency;verification_contract,0,#39283;#43741,ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding,"[Bug]: KV block corruption in base scheduler, Non-deterministic output at temperature=0 without prefix caching ci_build;distributed_parallel;frontend_api;gemm_linear;hardware_porting;model_support;sampling_logits;scheduler_memory;speculative_decoding [Bug]: K...",cases/39xxx/39146-bug-kv-block-corruption-in-base-scheduler-non-deterministic-output-at-.md
10286,[Bug]: vllm serve works incorrect for (some) Vision LM models ,https://github.com/vllm-project/vllm/issues/10286,29,kernel_autotune_reduction;verification_contract;backend_specific_drift,28,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;sampling_logits;speculative_decoding,ulative_decoding ng_logits;speculative_decoding cuda;operator;sampling;triton build_error;mismatch;nan_inf;nondeterministic env_dependency Your current environment [Bug]: vllm serve works incorrect for (some) Vision LM models ### Your current environment ###...,cases/10xxx/10286-bug-vllm-serve-works-incorrect-for-some-vision-lm-models.md
12233,[Bug]: RuntimeError: Error in model execution: CUDA error: an illegal memory access was encountered,https://github.com/vllm-project/vllm/issues/12233,29,prefix_cache_equivalence;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,4,#4;#6;#7,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding 4%, CPU KV cache usage: 0.0%. INFO 01-20 18:39:36 metrics.py:483] Prefix cache hit rate: GPU: 79.73%, CPU: 0.00% INFO: 172.27.0.4:41468 - ""POST /v1/chat/completions HTTP/1.0"" 200 OK INFO: 172.27.0.4:41454 - ""POST /v1/ch... [Bug]: RuntimeError...",cases/12xxx/12233-bug-runtimeerror-error-in-model-execution-cuda-error-an-illegal-memory.md
13673,[Bug]: [V1][SpecDec] RuntimeError: CUDA error: an illegal memory access was encountered,https://github.com/vllm-project/vllm/issues/13673,29,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,7,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% INFO: 100.74.18.189:38232 - ""POST /v1/completions HTTP/1.1"" 200 OK INFO: 100.74.18.189:38232 - ""POST /v1/completions HTTP/1.1... [Bug]: [V1][SpecDec...",cases/13xxx/13673-bug-v1-specdec-runtimeerror-cuda-error-an-illegal-memory-access-was-en.md
15018,[Performance]: only 0.4 tokens/s when running 2 or more request,https://github.com/vllm-project/vllm/issues/15018,29,batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,5,,activation_norm;attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding attention (SWA) is not yet supported in Triton flash attention. For half-precision SWA support, please use CK flash attention by setting `VLLM_USE_TRITON_FLASH_ATTN=0` /usr/local/lib/python3.12/dist-packages/torch/neste... [Performance]: only...",cases/15xxx/15018-performance-only-0-4-tokens-s-when-running-2-or-more-request.md
15675,[Bug]: OpenAI-Compatible Server cannot be requested,https://github.com/vllm-project/vllm/issues/15675,29,prefix_cache_equivalence;batch_invariance;kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,8,,attention_kv_cache;ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;quantization;sampling_logits;scheduler_memory;speculative_decoding,"ulative_decoding ns/s, Running: 0 reqs, Waiting: 0 reqs, GPU KV cache usage: 0.0%, Prefix cache hit rate: 0.0% INFO 03-28 11:40:54 [loggers.py:80] Avg prompt throughput: 0.0 tokens/s, Avg generation throughput: 0.0 tokens/s, Running: 0... [Bug]: OpenAI-Compat...",cases/15xxx/15675-bug-openai-compatible-server-cannot-be-requested.md
16632,[Usage]: [swift with vllm and only using vllm serve]  leads to different result（10% diff）,https://github.com/vllm-project/vllm/issues/16632,29,kernel_autotune_reduction;quant_dtype_semantics;verification_contract;backend_specific_drift,12,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;sampling_logits,;sampling_logits ds are the signboards of the same store.** **swift deploy script：** same Accuracy ： 0.9695121951219512 =159/164 same Recall 0.7871287128712872 =159/202 client： ` /root/paddlejob/workspace/env_run/yinzilong/miniconda3_vl... [Usage]: [swift wit...,cases/16xxx/16632-usage-swift-with-vllm-and-only-using-vllm-serve-leads-to-different-res.md
17295,[Bug]: RuntimeError: CUDA error: an illegal memory access was encountered. Qwen2.5-VL,https://github.com/vllm-project/vllm/issues/17295,29,kernel_autotune_reduction;kv_identity_concurrency;quant_dtype_semantics;verification_contract;backend_specific_drift,12,,ci_build;distributed_parallel;frontend_api;hardware_porting;model_support;multimodal_vlm;quantization;sampling_logits;speculative_decoding,ulative_decoding ding cuda;kernel;operator;quantization;sampling;triton build_error;crash;mismatch;slowdown env_dependency;race_condition Your current environment [Bug]: RuntimeError: CUDA error: an illegal memory access was encountered. Qwen2.5-VL ### Your c...,cases/17xxx/17295-bug-runtimeerror-cuda-error-an-illegal-memory-access-was-encountered-q.md
